id,name,type_1,type_2,hp,attack,defense,sp_atk,sp_def,speed,legendary
34,Nidoking,Poison,Ground,"81,00","102,00","77,00","85,00","75,00","85,00",FALSE
35,Clefairy,Normal,,"70,00","45,00","48,00","60,00","65,00","35,00",FALSE
36,Clefable,Normal,,"95,00","70,00","73,00","95,00","90,00","60,00",FALSE
37,Vulpix,Fire,,"38,00","41,00","40,00","50,00","65,00","65,00",FALSE
38,Ninetales,Fire,,"73,00","76,00","75,00","81,00","100,00","100,00",FALSE
39,Jigglypuff,Normal,,"115,00","45,00","20,00","45,00","25,00","20,00",FALSE
40,Wigglytuff,Normal,,"140,00","70,00","45,00","85,00","50,00","45,00",FALSE
41,Zubat,Poison,Flying,"40,00","45,00","35,00","30,00","40,00","55,00",FALSE
42,Golbat,Poison,Flying,"75,00","80,00","70,00","65,00","75,00","90,00",FALSE
43,Oddish,Grass,Poison,"45,00","50,00","55,00","75,00","65,00","30,00",FALSE
44,Gloom,Grass,Poison,"60,00","65,00","70,00","85,00","75,00","40,00",FALSE
45,Vileplume,Grass,Poison,"75,00","80,00","85,00","110,00","90,00","50,00",FALSE
46,Paras,Bug,Grass,"35,00","70,00","55,00","45,00","55,00","25,00",FALSE
47,Parasect,Bug,Grass,"60,00","95,00","80,00","60,00","80,00","30,00",FALSE
48,Venonat,Bug,Poison,"60,00","55,00","50,00","40,00","55,00","45,00",FALSE
49,Venomoth,Bug,Poison,"70,00","65,00","60,00","90,00","75,00","90,00",FALSE
50,Diglett,Ground,,"10,00","55,00","25,00","35,00","45,00","95,00",FALSE
51,Dugtrio,Ground,,"35,00","80,00","50,00","50,00","70,00","120,00",FALSE
52,Meowth,Normal,,"40,00","45,00","35,00","40,00","40,00","90,00",FALSE
53,Persian,Normal,,"65,00","70,00","60,00","65,00","65,00","115,00",FALSE
54,Psyduck,Water,,"50,00","52,00","48,00","65,00","50,00","55,00",FALSE
55,Golduck,Water,,"80,00","82,00","78,00","95,00","80,00","85,00",FALSE
56,Mankey,Fighting,,"40,00","80,00","35,00","35,00","45,00","70,00",FALSE
57,Primeape,Fighting,,"65,00","105,00","60,00","60,00","70,00","95,00",FALSE
58,Growlithe,Fire,,"55,00","70,00","45,00","70,00","50,00","60,00",FALSE
59,Arcanine,Fire,,"90,00","110,00","80,00","100,00","80,00","95,00",FALSE
60,Poliwag,Water,,"40,00","50,00","40,00","40,00","40,00","90,00",FALSE
61,Poliwhirl,Water,,"65,00","65,00","65,00","50,00","50,00","90,00",FALSE
62,Poliwrath,Water,Fighting,"90,00","95,00","95,00","70,00","90,00","70,00",FALSE
63,Abra,Psychic,,"25,00","20,00","15,00","105,00","55,00","90,00",FALSE
64,Kadabra,Psychic,,"40,00","35,00","30,00","120,00","70,00","105,00",FALSE
65,Alakazam,Psychic,,"55,00","50,00","45,00","135,00","95,00","120,00",FALSE
65,AlakazamMega Alakazam,Psychic,,"55,00","50,00","65,00","175,00","95,00","150,00",FALSE
66,Machop,Fighting,,"70,00","80,00","50,00","35,00","35,00","35,00",FALSE
67,Machoke,Fighting,,"80,00","100,00","70,00","50,00","60,00","45,00",FALSE
68,Machamp,Fighting,,"90,00","130,00","80,00","65,00","85,00","55,00",FALSE
69,Bellsprout,Grass,Poison,"50,00","75,00","35,00","70,00","30,00","40,00",FALSE
70,Weepinbell,Grass,Poison,"65,00","90,00","50,00","85,00","45,00","55,00",FALSE
71,Victreebel,Grass,Poison,"80,00","105,00","65,00","100,00","70,00","70,00",FALSE
72,Tentacool,Water,Poison,"40,00","40,00","35,00","50,00","100,00","70,00",FALSE
73,Tentacruel,Water,Poison,"80,00","70,00","65,00","80,00","120,00","100,00",FALSE
74,Geodude,Rock,Ground,"40,00","80,00","100,00","30,00","30,00","20,00",FALSE
75,Graveler,Rock,Ground,"55,00","95,00","115,00","45,00","45,00","35,00",FALSE
76,Golem,Rock,Ground,"80,00","120,00","130,00","55,00","65,00","45,00",FALSE
77,Ponyta,Fire,,"50,00","85,00","55,00","65,00","65,00","90,00",FALSE
78,Rapidash,Fire,,"65,00","100,00","70,00","80,00","80,00","105,00",FALSE
79,Slowpoke,Water,Psychic,"90,00","65,00","65,00","40,00","40,00","15,00",FALSE
80,Slowbro,Water,Psychic,"95,00","75,00","110,00","100,00","80,00","30,00",FALSE
80,SlowbroMega Slowbro,Water,Psychic,"95,00","75,00","180,00","130,00","80,00","30,00",FALSE
81,Magnemite,Electric,Steel,"25,00","35,00","70,00","95,00","55,00","45,00",FALSE
82,Magneton,Electric,Steel,"50,00","60,00","95,00","120,00","70,00","70,00",FALSE
83,Farfetch'd,Normal,Flying,"52,00","65,00","55,00","58,00","62,00","60,00",FALSE
84,Doduo,Normal,Flying,"35,00","85,00","45,00","35,00","35,00","75,00",FALSE
85,Dodrio,Normal,Flying,"60,00","110,00","70,00","60,00","60,00","100,00",FALSE
86,Seel,Water,,"65,00","45,00","55,00","45,00","70,00","45,00",FALSE
87,Dewgong,Water,Ice,"90,00","70,00","80,00","70,00","95,00","70,00",FALSE
88,Grimer,Poison,,"80,00","80,00","50,00","40,00","50,00","25,00",FALSE
89,Muk,Poison,,"105,00","105,00","75,00","65,00","100,00","50,00",FALSE
90,Shellder,Water,,"30,00","65,00","100,00","45,00","25,00","40,00",FALSE
91,Cloyster,Water,Ice,"50,00","95,00","180,00","85,00","45,00","70,00",FALSE
92,Gastly,Ghost,Poison,"30,00","35,00","30,00","100,00","35,00","80,00",FALSE
93,Haunter,Ghost,Poison,"45,00","50,00","45,00","115,00","55,00","95,00",FALSE
94,Gengar,Ghost,Poison,"60,00","65,00","60,00","130,00","75,00","110,00",FALSE
94,GengarMega Gengar,Ghost,Poison,"60,00","65,00","80,00","170,00","95,00","130,00",FALSE
95,Onix,Rock,Ground,"35,00","45,00","160,00","30,00","45,00","70,00",FALSE
96,Drowzee,Psychic,,"60,00","48,00","45,00","43,00","90,00","42,00",FALSE
97,Hypno,Psychic,,"85,00","73,00","70,00","73,00","115,00","67,00",FALSE
98,Krabby,Water,,"30,00","105,00","90,00","25,00","25,00","50,00",FALSE
99,Kingler,Water,,"55,00","130,00","115,00","50,00","50,00","75,00",FALSE
100,Voltorb,Electric,,"40,00","30,00","50,00","55,00","55,00","100,00",FALSE
101,Electrode,Electric,,"60,00","50,00","70,00","80,00","80,00","140,00",FALSE
102,Exeggcute,Grass,Psychic,"60,00","40,00","80,00","60,00","45,00","40,00",FALSE
103,Exeggutor,Grass,Psychic,"95,00","95,00","85,00","125,00","65,00","55,00",FALSE
104,Cubone,Ground,,"50,00","50,00","95,00","40,00","50,00","35,00",FALSE
105,Marowak,Ground,,"60,00","80,00","110,00","50,00","80,00","45,00",FALSE
106,Hitmonlee,Fighting,,"50,00","120,00","53,00","35,00","110,00","87,00",FALSE
107,Hitmonchan,Fighting,,"50,00","105,00","79,00","35,00","110,00","76,00",FALSE
108,Lickitung,Normal,,"90,00","55,00","75,00","60,00","75,00","30,00",FALSE
109,Koffing,Poison,,"40,00","65,00","95,00","60,00","45,00","35,00",FALSE
110,Weezing,Poison,,"65,00","90,00","120,00","85,00","70,00","60,00",FALSE
111,Rhyhorn,Ground,Rock,"80,00","85,00","95,00","30,00","30,00","25,00",FALSE
112,Rhydon,Ground,Rock,"105,00","130,00","120,00","45,00","45,00","40,00",FALSE
113,Chansey,Normal,,"250,00","5,00","5,00","35,00","105,00","50,00",FALSE
114,Tangela,Grass,,"65,00","55,00","115,00","100,00","40,00","60,00",FALSE
115,Kangaskhan,Normal,,"105,00","95,00","80,00","40,00","80,00","90,00",FALSE
115,KangaskhanMega Kangaskhan,Normal,,"105,00","125,00","100,00","60,00","100,00","100,00",FALSE
116,Horsea,Water,,"30,00","40,00","70,00","70,00","25,00","60,00",FALSE
117,Seadra,Water,,"55,00","65,00","95,00","95,00","45,00","85,00",FALSE
118,Goldeen,Water,,"45,00","67,00","60,00","35,00","50,00","63,00",FALSE
119,Seaking,Water,,"80,00","92,00","65,00","65,00","80,00","68,00",FALSE
120,Staryu,Water,,"30,00","45,00","55,00","70,00","55,00","85,00",FALSE
121,Starmie,Water,Psychic,"60,00","75,00","85,00","100,00","85,00","115,00",FALSE
122,Mr. Mime,Psychic,,"40,00","45,00","65,00","100,00","120,00","90,00",FALSE
123,Scyther,Bug,Flying,"70,00","110,00","80,00","55,00","80,00","105,00",FALSE
124,Jynx,Ice,Psychic,"65,00","50,00","35,00","115,00","95,00","95,00",FALSE
125,Electabuzz,Electric,,"65,00","83,00","57,00","95,00","85,00","105,00",FALSE
126,Magmar,Fire,,"65,00","95,00","57,00","100,00","85,00","93,00",FALSE
127,Pinsir,Bug,,"65,00","125,00","100,00","55,00","70,00","85,00",FALSE
127,PinsirMega Pinsir,Bug,Flying,"65,00","155,00","120,00","65,00","90,00","105,00",FALSE
128,Tauros,Normal,,"75,00","100,00","95,00","40,00","70,00","110,00",FALSE
129,Magikarp,Water,,"20,00","10,00","55,00","15,00","20,00","80,00",FALSE
130,Gyarados,Water,Flying,"95,00","125,00","79,00","60,00","100,00","81,00",FALSE
130,GyaradosMega Gyarados,Water,Dark,"95,00","155,00","109,00","70,00","130,00","81,00",FALSE
131,Lapras,Water,Ice,"130,00","85,00","80,00","85,00","95,00","60,00",FALSE
132,Ditto,Normal,,"48,00","48,00","48,00","48,00","48,00","48,00",FALSE
133,Eevee,Normal,,"55,00","55,00","50,00","45,00","65,00","55,00",FALSE
134,Vaporeon,Water,,"130,00","65,00","60,00","110,00","95,00","65,00",FALSE
135,Jolteon,Electric,,"65,00","65,00","60,00","110,00","95,00","130,00",FALSE
136,Flareon,Fire,,"65,00","130,00","60,00","95,00","110,00","65,00",FALSE
137,Porygon,Normal,,"65,00","60,00","70,00","85,00","75,00","40,00",FALSE
138,Omanyte,Rock,Water,"35,00","40,00","100,00","90,00","55,00","35,00",FALSE
139,Omastar,Rock,Water,"70,00","60,00","125,00","115,00","70,00","55,00",FALSE
140,Kabuto,Rock,Water,"30,00","80,00","90,00","55,00","45,00","55,00",FALSE
141,Kabutops,Rock,Water,"60,00","115,00","105,00","65,00","70,00","80,00",FALSE
142,Aerodactyl,Rock,Flying,"80,00","105,00","65,00","60,00","75,00","130,00",FALSE
142,AerodactylMega Aerodactyl,Rock,Flying,"80,00","135,00","85,00","70,00","95,00","150,00",FALSE
143,Snorlax,Normal,,"160,00","110,00","65,00","65,00","110,00","30,00",FALSE
144,Articuno,Ice,Flying,"90,00","85,00","100,00","95,00","125,00","85,00",TRUE
145,Zapdos,Electric,Flying,"90,00","90,00","85,00","125,00","90,00","100,00",TRUE
146,Moltres,Fire,Flying,"90,00","100,00","90,00","125,00","85,00","90,00",TRUE
147,Dratini,Dragon,,"41,00","64,00","45,00","50,00","50,00","50,00",FALSE
148,Dragonair,Dragon,,"61,00","84,00","65,00","70,00","70,00","70,00",FALSE
149,Dragonite,Dragon,Flying,"91,00","134,00","95,00","100,00","100,00","80,00",FALSE
150,Mewtwo,Psychic,,"106,00","110,00","90,00","154,00","90,00","130,00",TRUE
150,MewtwoMega Mewtwo X,Psychic,Fighting,"106,00","190,00","100,00","154,00","100,00","130,00",TRUE
150,MewtwoMega Mewtwo Y,Psychic,,"106,00","150,00","70,00","194,00","120,00","140,00",TRUE
151,Mew,Psychic,,"100,00","100,00","100,00","100,00","100,00","100,00",FALSE
