id,name,type_1,type_2,hp,attack,defense,sp_atk,sp_def,speed,legendary
331,Cacnea,Grass,,"50,00","85,00","40,00","85,00","40,00","35,00",FALSE
332,Cacturne,Grass,Dark,"70,00","115,00","60,00","115,00","60,00","55,00",FALSE
333,Swablu,Normal,Flying,"45,00","40,00","60,00","40,00","75,00","50,00",FALSE
334,Altaria,Dragon,Flying,"75,00","70,00","90,00","70,00","105,00","80,00",FALSE
334,AltariaMega Altaria,Dragon,Fairy,"75,00","110,00","110,00","110,00","105,00","80,00",FALSE
335,Zangoose,Normal,,"73,00","115,00","60,00","60,00","60,00","90,00",FALSE
336,Seviper,Poison,,"73,00","100,00","60,00","100,00","60,00","65,00",FALSE
337,Lunatone,Rock,Psychic,"70,00","55,00","65,00","95,00","85,00","70,00",FALSE
338,Solrock,Rock,Psychic,"70,00","95,00","85,00","55,00","65,00","70,00",FALSE
339,Barboach,Water,Ground,"50,00","48,00","43,00","46,00","41,00","60,00",FALSE
340,Whiscash,Water,Ground,"110,00","78,00","73,00","76,00","71,00","60,00",FALSE
341,Corphish,Water,,"43,00","80,00","65,00","50,00","35,00","35,00",FALSE
342,Crawdaunt,Water,Dark,"63,00","120,00","85,00","90,00","55,00","55,00",FALSE
343,Baltoy,Ground,Psychic,"40,00","40,00","55,00","40,00","70,00","55,00",FALSE
344,Claydol,Ground,Psychic,"60,00","70,00","105,00","70,00","120,00","75,00",FALSE
345,Lileep,Rock,Grass,"66,00","41,00","77,00","61,00","87,00","23,00",FALSE
346,Cradily,Rock,Grass,"86,00","81,00","97,00","81,00","107,00","43,00",FALSE
347,Anorith,Rock,Bug,"45,00","95,00","50,00","40,00","50,00","75,00",FALSE
348,Armaldo,Rock,Bug,"75,00","125,00","100,00","70,00","80,00","45,00",FALSE
349,Feebas,Water,,"20,00","15,00","20,00","10,00","55,00","80,00",FALSE
350,Milotic,Water,,"95,00","60,00","79,00","100,00","125,00","81,00",FALSE
351,Castform,Normal,,"70,00","70,00","70,00","70,00","70,00","70,00",FALSE
352,Kecleon,Normal,,"60,00","90,00","70,00","60,00","120,00","40,00",FALSE
353,Shuppet,Ghost,,"44,00","75,00","35,00","63,00","33,00","45,00",FALSE
354,Banette,Ghost,,"64,00","115,00","65,00","83,00","63,00","65,00",FALSE
354,BanetteMega Banette,Ghost,,"64,00","165,00","75,00","93,00","83,00","75,00",FALSE
355,Duskull,Ghost,,"20,00","40,00","90,00","30,00","90,00","25,00",FALSE
356,Dusclops,Ghost,,"40,00","70,00","130,00","60,00","130,00","25,00",FALSE
357,Tropius,Grass,Flying,"99,00","68,00","83,00","72,00","87,00","51,00",FALSE
358,Chimecho,Psychic,,"65,00","50,00","70,00","95,00","80,00","65,00",FALSE
359,Absol,Dark,,"65,00","130,00","60,00","75,00","60,00","75,00",FALSE
359,AbsolMega Absol,Dark,,"65,00","150,00","60,00","115,00","60,00","115,00",FALSE
360,Wynaut,Psychic,,"95,00","23,00","48,00","23,00","48,00","23,00",FALSE
361,Snorunt,Ice,,"50,00","50,00","50,00","50,00","50,00","50,00",FALSE
362,Glalie,Ice,,"80,00","80,00","80,00","80,00","80,00","80,00",FALSE
362,GlalieMega Glalie,Ice,,"80,00","120,00","80,00","120,00","80,00","100,00",FALSE
363,Spheal,Ice,Water,"70,00","40,00","50,00","55,00","50,00","25,00",FALSE
364,Sealeo,Ice,Water,"90,00","60,00","70,00","75,00","70,00","45,00",FALSE
365,Walrein,Ice,Water,"110,00","80,00","90,00","95,00","90,00","65,00",FALSE
366,Clamperl,Water,,"35,00","64,00","85,00","74,00","55,00","32,00",FALSE
367,Huntail,Water,,"55,00","104,00","105,00","94,00","75,00","52,00",FALSE
368,Gorebyss,Water,,"55,00","84,00","105,00","114,00","75,00","52,00",FALSE
369,Relicanth,Water,Rock,"100,00","90,00","130,00","45,00","65,00","55,00",FALSE
370,Luvdisc,Water,,"43,00","30,00","55,00","40,00","65,00","97,00",FALSE
371,Bagon,Dragon,,"45,00","75,00","60,00","40,00","30,00","50,00",FALSE
372,Shelgon,Dragon,,"65,00","95,00","100,00","60,00","50,00","50,00",FALSE
373,Salamence,Dragon,Flying,"95,00","135,00","80,00","110,00","80,00","100,00",FALSE
373,SalamenceMega Salamence,Dragon,Flying,"95,00","145,00","130,00","120,00","90,00","120,00",FALSE
374,Beldum,Steel,Psychic,"40,00","55,00","80,00","35,00","60,00","30,00",FALSE
375,Metang,Steel,Psychic,"60,00","75,00","100,00","55,00","80,00","50,00",FALSE
376,Metagross,Steel,Psychic,"80,00","135,00","130,00","95,00","90,00","70,00",FALSE
376,MetagrossMega Metagross,Steel,Psychic,"80,00","145,00","150,00","105,00","110,00","110,00",FALSE
377,Regirock,Rock,,"80,00","100,00","200,00","50,00","100,00","50,00",TRUE
378,Regice,Ice,,"80,00","50,00","100,00","100,00","200,00","50,00",TRUE
379,Registeel,Steel,,"80,00","75,00","150,00","75,00","150,00","50,00",TRUE
380,Latias,Dragon,Psychic,"80,00","80,00","90,00","110,00","130,00","110,00",TRUE
380,LatiasMega Latias,Dragon,Psychic,"80,00","100,00","120,00","140,00","150,00","110,00",TRUE
381,Latios,Dragon,Psychic,"80,00","90,00","80,00","130,00","110,00","110,00",TRUE
381,LatiosMega Latios,Dragon,Psychic,"80,00","130,00","100,00","160,00","120,00","110,00",TRUE
382,Kyogre,Water,,"100,00","100,00","90,00","150,00","140,00","90,00",TRUE
382,KyogrePrimal Kyogre,Water,,"100,00","150,00","90,00","180,00","160,00","90,00",TRUE
383,Groudon,Ground,,"100,00","150,00","140,00","100,00","90,00","90,00",TRUE
383,GroudonPrimal Groudon,Ground,Fire,"100,00","180,00","160,00","150,00","90,00","90,00",TRUE
384,Rayquaza,Dragon,Flying,"105,00","150,00","90,00","150,00","90,00","95,00",TRUE
384,RayquazaMega Rayquaza,Dragon,Flying,"105,00","180,00","100,00","180,00","100,00","115,00",TRUE
385,Jirachi,Steel,Psychic,"100,00","100,00","100,00","100,00","100,00","100,00",TRUE
386,DeoxysNormal Forme,Psychic,,"50,00","150,00","50,00","150,00","50,00","150,00",TRUE
386,DeoxysAttack Forme,Psychic,,"50,00","180,00","20,00","180,00","20,00","150,00",TRUE
386,DeoxysDefense Forme,Psychic,,"50,00","70,00","160,00","70,00","160,00","90,00",TRUE
386,DeoxysSpeed Forme,Psychic,,"50,00","95,00","90,00","95,00","90,00","180,00",TRUE
